species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,taxonRank,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,datasetName,dataset,datasettotal
Ceiba samauma,-70.075833,-9.896667,BRA,NA,1424488022,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba speciosa,-54.979722,-28.232222,BRA,NA,1095359496,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,UFRGS,ICN - Herbário do Instituto de Ciências Naturais,NA,TOTAL
Ceiba speciosa,-53.883889,-25.356944,BRA,NA,1270103712,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,IF,SPSF - Herbário Dom Bento José Pickel,NA,TOTAL
Ceiba speciosa,-49.376667,-26.901667,BRA,NA,1077422961,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
Ceiba speciosa,-56.035139,-10.579306,BRA,NA,1889176041,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba speciosa,-47.575,-22.905556,BRA,NA,1621081476,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba speciosa,-57.89,-21.998333,BRA,NA,1424501116,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba glaziovii,-39.616667,-11.6,BRA,NA,1077249273,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba glaziovii,-37.243056,-8.210833,BRA,NA,1094797502,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-38.654961,-4.117514,BRA,NA,1264694148,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,"Universidade Federal do Ceará, UFC",EAC - Herbário Prisco Bezerra,NA,TOTAL
Ceiba speciosa,-51.772078,-29.333186,BRA,NA,1226937187,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,FUVATES,HVAT - Herbário do Vale do Taquari,NA,TOTAL
Ceiba glaziovii,-35.999722,-6.12,BRA,NA,1455707359,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba speciosa,-52.538111,-29.905667,BRA,NA,1077507266,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,FUVATES,HVAT - Herbário do Vale do Taquari,NA,TOTAL
Ceiba speciosa,-52.538056,-29.905556,BRA,NA,1837438615,Malvaceae,SPECIES,NA,2014,PRESERVED_SPECIMEN,UFRGS,ICN - Herbário do Instituto de Ciências Naturais,NA,TOTAL
Ceiba speciosa,-46.9149,-23.2321,BRA,NA,1135948427,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,NA,TOTAL
Ceiba speciosa,-47.204722,-24.110555,BRA,NA,1135945693,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz,NA,TOTAL
Ceiba pubiflora,-57.6145,-19.021806,BRA,NA,1829132767,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba pubiflora,-57.687944,-19.013222,BRA,NA,1829132764,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba rubriflora,-40.548417,-9.325472,BRA,NA,1090915499,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba speciosa,-56.097115,-9.877921,BRA,NA,921017434,Malvaceae,SPECIES,250,2013,HUMAN_OBSERVATION,naturgucker,NA,NA,TOTAL
Ceiba glaziovii,-39.188356,-8.101703,BRA,NA,1090915875,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-37.705389,-10.192542,BRA,NA,1087692497,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-38.566944,-9.435556,BRA,NA,1213519955,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba samauma,-54.667747,-18.505947,BRA,NA,1090756573,Malvaceae,SPECIES,NA,2013,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba speciosa,-50.723333,-24.111389,BRA,NA,1095634510,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,MBM,MBM - Herbário do Museu Botânico Municipal,NA,TOTAL
Ceiba erianthos,-41.601667,-12.446667,BRA,NA,1094897869,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-52.875678,-22.604356,BRA,NA,1089277658,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEM,HUEM - Herbário UEM,NA,TOTAL
Ceiba glaziovii,-38.566944,-9.435556,BRA,NA,1213519205,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba crispiflora,-47.077171,-22.870251,BRA,NA,1090580758,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,IAC,IAC - Herbário do Instituto Agronômico de Campinas,NA,TOTAL
Ceiba ventricosa,-40.316667,-9.333333,BRA,NA,1077243125,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba erianthos,-42.189167,-22.850278,BRA,NA,1424491456,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba erianthos,-39.704444,-12.727778,BRA,NA,1094903292,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-44.553056,-16.273056,BRA,NA,1424439756,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba pubiflora,-44.553056,-16.273056,BRA,NA,1094905353,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba rubriflora,-44.553056,-16.273056,BRA,NA,1094905350,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-56.771944,-9.338611,BRA,NA,1090668938,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba pubiflora,-41.483333,-12.816667,BRA,NA,1094900937,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba insignis,-58.611139,-11.141472,BRA,NA,1801348465,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba pubiflora,-57.002642,-19.667689,BRA,NA,1585197163,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba erianthos,-42.189167,-22.850278,BRA,NA,1796978575,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,NY,Vascular plants,NA,TOTAL
Ceiba samauma,-65.024166,-9.5675,BRA,8,1095257149,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Cenargen,CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia,NA,TOTAL
Ceiba samauma,-65.024167,-9.5675,BRA,NA,1094916224,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-38.889556,-7.633222,BRA,NA,1090910416,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba samauma,-65.02,-9.5675,BRA,NA,1042698725,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba erianthos,-39.796389,-12.744167,BRA,NA,1094903329,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-39.2,-11.5,BRA,NA,1094904209,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-39.783333,-12.733333,BRA,NA,1094906721,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-35.717778,-6.425278,BRA,NA,1303603586,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-38.889222,-7.632861,BRA,NA,1090910626,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-39.819639,-7.946917,BRA,NA,1090910937,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-36.068389,-7.902375,BRA,NA,1090910701,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba pentandra,-54.9799,-2.8154,BRA,NA,1571153288,Malvaceae,SPECIES,5,2012,HUMAN_OBSERVATION,iNaturalist,iNaturalist research-grade observations,NA,TOTAL
Ceiba glaziovii,-40.950278,-3.730278,BRA,NA,1135817891,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,"Universidade Federal do Ceará, UFC",EAC - Herbário Prisco Bezerra,NA,TOTAL
Ceiba glaziovii,-38.165622,-7.851867,BRA,NA,1090911286,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-40.945556,-3.738528,BRA,NA,1135817942,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,"Universidade Federal do Ceará, UFC",EAC - Herbário Prisco Bezerra,NA,TOTAL
Ceiba glaziovii,-37.278056,-9.917222,BRA,NA,1087689020,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-37.169722,-10.806389,BRA,NA,1087689228,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba erianthos,-39.776389,-12.7275,BRA,NA,1094906781,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-44.0825,-18.644444,BRA,NA,1077482621,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),HDJF - Herbário Dendrológico Jeanine Felfili,NA,TOTAL
Ceiba pubiflora,-44.0825,-18.644444,BRA,NA,1077482638,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),HDJF - Herbário Dendrológico Jeanine Felfili,NA,TOTAL
Ceiba glaziovii,-40.569972,-10.883472,BRA,NA,1090911334,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-37.355278,-10.0975,BRA,NA,1087688945,Malvaceae,SPECIES,NA,2012,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba erianthos,-39.688611,-14.626944,BRA,NA,1094885303,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba insignis,-39.489722,-14.803889,BRA,NA,1094885237,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-42.205,-13.3025,BRA,NA,1094888904,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba rubriflora,-43.547778,-14.502222,BRA,NA,1094888919,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.074444,-14.638056,BRA,NA,1094888866,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-42.247222,-13.296111,BRA,NA,1094888880,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.048611,-13.934722,BRA,NA,1094888865,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.168333,-14.6375,BRA,NA,1094888883,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-41.168333,-14.6375,BRA,NA,1094888881,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-40.294444,-14.181944,BRA,NA,1094888910,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.0325,-13.948056,BRA,NA,1094888887,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.048611,-13.934722,BRA,NA,1094888860,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.168333,-14.6375,BRA,NA,1094888875,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-40.775278,-14.818056,BRA,NA,1094888917,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.048611,-13.934722,BRA,NA,1094888876,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.774444,-11.327778,BRA,NA,1094890799,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.304167,-11.506111,BRA,NA,1094890741,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.054167,-11.3025,BRA,NA,1094890711,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.578056,-12.350556,BRA,NA,1094890771,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.047778,-11.287222,BRA,NA,1094890729,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.045278,-13.939722,BRA,NA,1094890148,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.045278,-13.939722,BRA,NA,1094890154,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba jasminodora,-41.578889,-16.591389,BRA,NA,1094893722,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.515833,-20.714167,BRA,NA,1094890099,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-40.616944,-19.865833,BRA,NA,1094893693,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.168333,-14.6375,BRA,NA,1094890123,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.032222,-13.948056,BRA,NA,1094890111,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.168333,-14.6375,BRA,NA,1094890168,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.048611,-13.934722,BRA,NA,1094890133,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-41.092222,-11.265,BRA,NA,1143428873,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.590278,-12.533611,BRA,NA,1094893546,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba boliviana,-43.463056,-15.709167,BRA,NA,1802875428,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,FUNED,Funed-Pol - Coleção de lâminas de grãos de pólen,NA,TOTAL
Ceiba erianthos,-41.590278,-12.516944,BRA,NA,1094893533,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-42.076111,-13.600278,BRA,NA,1094893575,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-42.174444,-12.818889,BRA,NA,1094893512,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-40.339167,-12.523056,BRA,NA,1094893569,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-35.717778,-6.425278,BRA,NA,1094916725,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-39.182778,-14.794722,BRA,NA,1094891852,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-39.188344,-8.101669,BRA,NA,1090907509,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba ventricosa,-39.460833,-15.2025,BRA,NA,1094891870,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-41.168333,-14.6375,BRA,NA,1094892784,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-49.138333,-28.070278,BRA,NA,1077415059,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
Ceiba erianthos,-41.048611,-13.934722,BRA,NA,1094892795,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-38.921444,-7.653806,BRA,NA,1090907250,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-37.780417,-8.328778,BRA,NA,1090907084,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba pentandra,-35.006111,-7.778889,BRA,NA,1089184499,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba pentandra,-60.01,-3.090194,BRA,NA,1042712709,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba glaziovii,-37.278056,-9.917222,BRA,NA,1087685519,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba pentandra,-56.775556,-9.345556,BRA,NA,1090666966,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba pentandra,-60.012222,-3.090278,BRA,NA,1291042924,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-60.01,-3.090194,BRA,NA,1042712507,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba glaziovii,-37.687428,-8.540228,BRA,NA,1090907512,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba speciosa,-42.847222,-20.795555,BRA,NA,919317489,Malvaceae,SPECIES,NA,2010,HUMAN_OBSERVATION,UFV_LEEP,NA,NA,TOTAL
Ceiba samauma,-67.614167,-9.995833,BRA,NA,1424356223,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba samauma,-56.142806,-9.869722,BRA,NA,1090665791,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba erianthos,-41.601667,-12.446667,BRA,NA,1094897920,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-49.361389,-28.515833,BRA,NA,1077400380,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
Ceiba speciosa,-49.361389,-28.515833,BRA,NA,1802964331,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,IAP,PACA-AGP - Herbarium Anchieta,NA,TOTAL
Ceiba speciosa,-49.361389,-28.515833,BRA,NA,1094713268,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNESC,CRI - Herbário Pe. Dr. Raulino Reitz,NA,TOTAL
Ceiba samauma,-67.61,-9.995833,BRA,NA,1042682581,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba speciosa,-49.225278,-25.42,BRA,NA,1086966797,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Estadual de Londrina, UEL",FUEL - Herbário da Universidade Estadual de Londrina,NA,TOTAL
Ceiba speciosa,-49.225139,-25.420083,BRA,NA,1090157581,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,PNFM,IRAI - Herbário do Parque da Ciência Newton Freire Maia,NA,TOTAL
Ceiba speciosa,-48.5275,-27.7175,BRA,NA,1077401319,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
